ablation,environment_seed,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,raw_episode_reward,sample_action_fraction
no_aoi,1026,0.42270531400966177,0.5772946859903382,12.995840000000051,28.031244741185912,0.01154470764483872,8.932291666666666,35.0,60.0,41.666666666666664,0.9410686728395062,0.39914829911433175,-18.223222222222233,0.2476851851851852
no_aoi,1027,0.5043859649122807,0.49561403508771934,13.0125066666667,27.875509386714086,0.02068146871252001,9.418981481481481,37.15000000000001,59.333333333333336,50.0,0.9652777777777778,0.48726217308317094,34.38566666666667,0.25434027777777773
no_aoi,1028,0.49668874172185423,0.5033112582781457,13.612506666666741,27.621479294635346,0.0702342417647471,9.375868055555555,37.9666666666667,62.0,53.0,0.9649884259259259,0.47936276163028363,23.86166666666665,0.2688078703703704
no_aoi,1029,0.4807987711213518,0.5192012288786482,13.69584000000006,27.800474848912,0.0497267540460904,8.322627314814815,35.15000000000001,58.666666666666664,56.0,0.9289158950617283,0.44697882886726975,43.81044444444442,0.2867476851851852
no_aoi,1030,0.48340548340548345,0.5165945165945166,14.495840000000086,27.873481980284083,0.029650514504980616,8.487847222222221,37.666666666666664,65.0,64.0,0.9174382716049383,0.44357346614291054,42.580888888888886,0.3078703703703704
no_coordination_constraint,1001,0.39383938393839385,0.6061606160616061,19.36250666666686,27.869978979177933,0.02840339447281587,8.737847222222223,41.333333333333336,54.333333333333336,180.33333333333334,0.898630401234568,0.3539120115715276,-114.13344444444475,0.6255787037037037
no_coordination_constraint,1002,0.400749063670412,0.599250936329588,19.27917333333352,28.1960693899323,0.02280251365143539,9.000868055555555,42.0,56.333333333333336,184.33333333333334,0.9340277777777778,0.3743107573866001,-108.37533333333381,0.6255787037037037
no_coordination_constraint,1003,0.3354166666666667,0.6645833333333333,19.429173333333527,28.045742792782573,0.01674384650860133,8.815104166666666,41.48333333333335,57.333333333333336,180.0,0.9270833333333334,0.3109592013888889,-177.71133333333364,0.6215277777777778
no_coordination_constraint,1004,0.32484848484848483,0.6751515151515152,19.395840000000195,27.778055887166204,0.026793897441444028,9.089409722222221,42.333333333333336,59.0,182.33333333333334,0.8377700617283951,0.27214997194163865,-189.58322222222236,0.6218171296296297
no_coordination_constraint,1005,0.3557422969187675,0.6442577030812324,19.26250666666685,27.612860050191575,0.018032791175305846,9.030381944444445,42.0,58.0,182.0,0.8828125,0.31405496226268287,-174.02666666666684,0.6200810185185185
no_coordination_constraint,1006,0.2866407263294423,0.7133592736705577,19.579173333333532,27.73702749384593,0.012343899267749599,8.472800925925926,40.333333333333336,53.0,182.66666666666666,0.8515625,0.2440992488110679,-237.22599999999895,0.6328125
no_coordination_constraint,1007,0.24546722454672243,0.7545327754532775,19.645840000000206,27.847617605125972,0.02007865336964234,8.355324074074074,40.0,52.0,182.0,0.8211805555555557,0.20157291182395784,-274.8809999999989,0.6403356481481481
