policy,training_seed,environment_seed,scenario,regime,raw_episode_reward,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,samples_delivered,samples_requested,sample_rejections,channel_blocks,sleep_actions,sample_actions,sample_action_fraction
Extended QMIX,102.0,264,volatile,coordinated,141.20299999999983,0.6368715083798883,0.36312849162011174,11.595840000000084,27.75201512515734,0.3586359272728031,5.741319444444445,19.0,55.0,54.0,0.9861111111111112,0.6280260707635009,228,257,0,29,895,257,0.2230902777777778
Extended QMIX,102.0,265,volatile,coordinated,102.99633333333327,0.6013071895424836,0.39869281045751637,10.195839999999919,27.98375888147913,0.2135421387360083,5.474826388888889,19.0,32.0,39.0,0.9846643518518517,0.5920857540547082,200,233,0,33,919,233,0.20225694444444445
Extended QMIX,102.0,266,volatile,coordinated,158.836,0.6064814814814815,0.3935185185185185,11.595840000000015,27.890752547560385,0.194254207300045,6.197048611111111,23.0,52.0,53.0,0.9592013888888888,0.5817378793724279,228,263,0,35,889,263,0.2282986111111111
Extended QMIX,102.0,267,volatile,coordinated,75.84033333333332,0.5164319248826291,0.4835680751173709,11.495839999999976,27.718363271717983,0.10515991775073055,6.03125,23.450000000000045,41.0,53.0,0.922164351851852,0.476235111284994,226,258,0,32,894,258,0.22395833333333334
Extended QMIX,102.0,268,volatile,coordinated,107.10433333333336,0.5033557046979866,0.49664429530201337,12.545840000000016,27.939534635875663,0.07870594623134565,6.456597222222222,29.450000000000045,48.0,63.0,0.9126157407407407,0.4593703392990306,247,298,0,51,854,298,0.2586805555555556
Extended QMIX,102.0,269,volatile,coordinated,130.16700000000003,0.627906976744186,0.37209302325581395,11.495840000000063,27.698701959345428,0.3603707411734548,4.4609375,15.0,28.0,50.0,0.9774305555555556,0.6137354651162791,226,272,0,46,880,272,0.2361111111111111
Extended QMIX,102.0,270,volatile,coordinated,62.36200000000001,0.5266666666666666,0.4733333333333334,9.395839999999891,27.852182761709685,0.2212088848475548,6.308159722222222,21.0,45.0,35.0,0.9444444444444444,0.49740740740740735,184,204,0,20,948,204,0.17708333333333334
Extended QMIX,103.0,251,volatile,coordinated,217.2516666666667,0.6681818181818182,0.3318181818181818,12.495840000000083,27.542592320189158,0.23662690935260117,4.712673611111111,17.0,32.0,57.0,0.9641203703703705,0.644207702020202,246,290,0,44,862,290,0.2517361111111111
Extended QMIX,103.0,252,volatile,coordinated,144.3700000000001,0.6710526315789473,0.32894736842105265,11.095840000000043,28.339202192280926,0.263891804971763,5.174479166666667,18.0,39.0,41.0,0.9826388888888888,0.6594024122807017,218,252,0,34,900,252,0.21875
Extended QMIX,103.0,253,volatile,coordinated,117.9289999999999,0.7027027027027027,0.29729729729729726,9.94583999999997,27.788916963476087,0.21759399479795616,5.113715277777778,17.0,30.0,33.0,0.9965277777777778,0.7002627627627628,195,212,0,17,940,212,0.1840277777777778
Extended QMIX,103.0,254,volatile,coordinated,115.51499999999996,0.5610859728506787,0.43891402714932126,12.095840000000075,27.82388285000191,0.24666530277084886,4.524305555555555,15.0,37.0,54.0,0.9513888888888888,0.5338109602815485,238,288,0,50,864,288,0.25
Extended QMIX,103.0,255,volatile,coordinated,107.3219999999999,0.5953757225433526,0.4046242774566474,11.095839999999981,27.953304344804867,0.19753815166714578,6.016493055555555,23.0,47.0,48.0,0.9817708333333334,0.5845225192678227,218,255,0,37,897,255,0.22135416666666666
Extended QMIX,103.0,256,volatile,coordinated,211.0950000000001,0.6578947368421053,0.3421052631578947,12.595840000000026,27.687588439428538,0.14014261106498785,5.403645833333333,19.0,46.0,61.0,0.9913194444444444,0.6521838450292398,248,307,0,59,845,307,0.2664930555555556
Extended QMIX,103.0,257,volatile,coordinated,175.3700000000002,0.6118143459915611,0.38818565400843885,12.795840000000027,27.963188607256747,0.015026201991701932,5.018229166666667,19.0,47.0,60.0,0.9756944444444444,0.5969438584153773,252,299,0,47,853,299,0.2595486111111111
Extended QMIX,103.0,258,volatile,coordinated,125.48866666666666,0.5341365461847389,0.46586345381526106,11.39584000000005,27.984731946618965,0.2893954336314069,5.506076388888889,21.0,41.0,44.0,0.9250578703703705,0.4941072159006396,224,266,0,42,886,266,0.2309027777777778
Extended QMIX,103.0,259,volatile,coordinated,142.5263333333333,0.5576923076923077,0.4423076923076923,12.195840000000038,27.893626635205926,0.16368954614626963,4.830729166666667,16.0,38.0,61.0,0.9377893518518517,0.5229979077635327,240,280,0,40,872,280,0.24305555555555555
Extended QMIX,103.0,260,volatile,coordinated,212.3003333333333,0.6020761245674741,0.39792387543252594,13.395840000000046,27.697254408874727,0.038569932081739006,5.206597222222222,21.0,50.0,66.0,0.9560185185185186,0.5755959246443676,264,326,0,62,826,326,0.2829861111111111
Extended QMIX,103.0,261,volatile,coordinated,241.288,0.7075471698113207,0.2924528301886793,12.44584000000016,27.742416587635926,0.46039901517059495,5.058159722222222,17.450000000000045,40.0,52.0,0.9809027777777778,0.6940349842767295,245,284,0,39,868,284,0.2465277777777778
Extended QMIX,103.0,262,volatile,coordinated,102.96966666666664,0.5833333333333334,0.41666666666666663,10.845839999999981,27.942672104914493,0.016475880741579605,5.158854166666667,18.0,32.0,41.0,0.9589120370370369,0.5593653549382716,213,238,0,25,914,238,0.2065972222222222
Extended QMIX,103.0,263,volatile,coordinated,245.03299999999996,0.6216216216216216,0.3783783783783784,14.095840000000111,28.040497435208525,0.1448811264804651,4.939236111111111,20.450000000000045,38.0,69.0,0.9496527777777778,0.5903246996996997,278,333,0,55,819,333,0.2890625
Extended QMIX,103.0,264,volatile,coordinated,139.6349999999999,0.6368715083798883,0.36312849162011174,11.595840000000077,27.75201512515734,0.33363592727280306,5.826388888888889,20.0,59.0,55.0,0.9826388888888888,0.625814711359404,228,257,0,29,895,257,0.2230902777777778
Extended QMIX,103.0,265,volatile,coordinated,103.24733333333327,0.6013071895424836,0.39869281045751637,10.145839999999904,27.98375888147913,0.18854213873600834,5.430555555555555,19.0,36.0,39.0,0.9846643518518517,0.5920857540547082,199,231,0,32,921,231,0.20052083333333334
Extended QMIX,103.0,266,volatile,coordinated,152.92100000000002,0.5972222222222222,0.4027777777777778,11.145840000000002,27.890752547560385,0.20675420730004498,6.933159722222222,26.0,64.0,49.0,0.9557291666666666,0.5707826967592592,219,255,0,36,897,255,0.22135416666666666
Extended QMIX,103.0,267,volatile,coordinated,70.68933333333335,0.5117370892018779,0.4882629107981221,11.495839999999967,27.718363271717983,0.09265991775073057,6.078993055555555,23.0,41.0,54.0,0.9186921296296298,0.470128836289341,226,259,0,33,893,259,0.2248263888888889
Extended QMIX,103.0,268,volatile,coordinated,105.62166666666668,0.5,0.5,12.145840000000005,27.939534635875663,0.10370594623134563,6.814236111111111,31.0,48.0,58.0,0.9103009259259258,0.4551504629629629,239,292,0,53,860,292,0.2534722222222222
Extended QMIX,103.0,269,volatile,coordinated,133.3,0.6337209302325582,0.36627906976744184,11.64584000000006,27.698701959345428,0.34787074117345484,4.345486111111111,14.0,26.0,50.0,0.9774305555555556,0.6194182009043928,229,277,0,48,875,277,0.2404513888888889
Extended QMIX,103.0,270,volatile,coordinated,62.540000000000006,0.5266666666666666,0.4733333333333334,9.345839999999887,27.852182761709685,0.2087088848475548,6.326388888888889,21.0,45.0,35.0,0.9444444444444444,0.49740740740740735,183,202,0,19,950,202,0.1753472222222222
Refined QMIX,101.0,251,volatile,coordinated,217.8656666666667,0.6681818181818182,0.3318181818181818,12.345840000000079,27.542592320189158,0.24912690935260118,4.874131944444445,17.0,32.0,56.0,0.9641203703703705,0.644207702020202,243,287,0,44,865,287,0.24913194444444445
Refined QMIX,101.0,252,volatile,coordinated,149.04400000000007,0.6776315789473685,0.3223684210526315,11.045840000000052,28.339202192280926,0.28889180497176303,5.110243055555555,18.0,39.0,41.0,0.9861111111111112,0.6682200292397662,217,251,0,34,901,251,0.21788194444444445
Refined QMIX,101.0,253,volatile,coordinated,121.41399999999992,0.7117117117117117,0.28828828828828834,9.995839999999973,27.788916963476087,0.23009399479795617,5.039930555555555,16.450000000000045,29.0,34.0,0.9982638888888888,0.710476101101101,196,213,0,17,939,213,0.18489583333333334
Refined QMIX,101.0,254,volatile,coordinated,116.5029999999999,0.5610859728506787,0.43891402714932126,11.895840000000067,27.82388285000191,0.24666530277084886,4.533854166666667,15.0,35.0,52.0,0.9496527777777778,0.5328368526897939,234,283,0,49,869,283,0.2456597222222222
